Benchmark	Advice#	Advice	Pattern	Size	Precision	Concreteness
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.grow(I,I)]	2	0.010869565217391304	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolyLineFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[org.jhotdraw.standard, contains, ?, declares_method, *?]	2	0.0013458950201884253	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandChoice, declares_method, ?, calls, *?]	2	0.01639344262295082	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandMenu, declares_method, ?, calls, *?]	2	0.012658227848101266	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CTXCommandMenu, declares_method, ?, calls, *?]	2	0.013157894736842105	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandChoice.itemStateChanged(ItemEvent;), calls, *?]	1	0.019230769230769232	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandMenu.actionPerformed(ActionEvent;), calls, *?]	1	0.023255813953488372	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CTXCommandMenu.actionPerformed(ActionEvent;), calls, *?]	1	0.021739130434782608	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[ZoomDrawingView$3.keyPressed(KeyEvent;), calls, ?, calls, *?]	2	0.014925373134328358	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[StandardDrawingView$DrawingViewKeyListener.keyPressed(KeyEvent;), calls, *?]	1	0.017857142857142856	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[StandardDrawingView$DrawingViewKeyListener, declares_method, ?, calls, *?]	2	0.015625	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[ZoomDrawingView$3.keyPressed(KeyEvent;), overrides, ?, calls, *?]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandMenuItem.actionPerformed(ActionEvent;), calls, *?]	1	0.025	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandMenuItem, declares_method, ?, calls, *?]	2	0.02127659574468085	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[AlignCommand, declares_method, *?]	1	0.2	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandButton.actionPerformed(ActionEvent;), calls, *?]	1	0.022727272727272728	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[CommandButton, declares_method, ?, calls, *?]	2	0.021739130434782608	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawApplication.view()]	2	0.015625	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.125	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardFigureSelection.<init>(FigureEnumeration;,I)]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, FigureSelection.getData(String;)]	1	0.5	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, ReverseFigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, sets_field, StandardDrawingView.fSelection]	2	0.022727272727272728	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, AbstractCommand.view()]	2	0.03571428571428571	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, CollectionsFactory.createList()]	2	0.008620689655172414	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, ByteArrayInputStream.<init>([B)]	2	0.09090909090909091	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawApplet.view()]	2	0.015873015873015872	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, DrawingView.getFigureSelection()]	1	1.0	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, overrides, DrawingView.getFigureSelection()]	2	1.0	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StorableInput.readInt()]	2	0.0625	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, NullDrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.125	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, AbstractFigure.invalidate()]	2	0.010526315789473684	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardDrawingView.selectionCount()]	2	0.020833333333333332	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, gets_field, StandardFigureSelection.TYPE]	1	0.2	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, NullDrawingView.selection()]	2	0.058823529411764705	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, String.equals(Object;)]	2	0.0196078431372549	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, SoftException.getWrappedThrowable()]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, FigureTransferCommand.insertFigures(FigureEnumeration;,I,I)]	1	0.2	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, PrintStream.println(String;)]	2	0.025	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, overrides, AbstractCommand.execute()]	1	0.02702702702702703	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, gets_field, StandardFigureSelection.TYPE]	2	0.1111111111111111	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, overrides, DrawingView.clearSelection()]	2	0.02564102564102564	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, ReverseFigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureAndEnumerator.nextFigure()]	2	0.0035211267605633804	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardDrawingView.selection()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, overrides, FigureSelection.getData(String;)]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, JavaDrawViewer.view()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, StandardDrawingView.getFigureSelection()]	1	1.0	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, NullFigure.invalidate()]	2	0.010526315789473684	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, SingleFigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, overrides, ?, overrides, Command.execute()]	2	0.02702702702702703	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, StandardDrawingView.clearSelection()]	1	0.02564102564102564	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureAndEnumerator.hasNextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, NullDrawingView.getFigureSelection()]	1	1.0	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, gets_field, StandardFigureSelection.fData]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, AbstractCommand.getDrawingEditor()]	2	0.020833333333333332	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, DrawingView.clearSelection()]	1	0.02631578947368421	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawingEditor.view()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StorableInput.<init>(InputStream;)]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, overrides, Command.execute()]	1	0.02631578947368421	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardDrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.125	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, sets_field, StandardDrawingView.fSelectionHandles]	2	0.022727272727272728	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, CollectionsFactory.createList(I)]	2	0.023809523809523808	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, AbstractCommand.view()]	1	0.025	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, Figure.invalidate()]	2	0.023809523809523808	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumeration.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, Throwable.toString()]	2	0.05	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, List.add(Object;)]	2	0.008264462809917356	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardDrawingView.selectionZOrdered()]	2	0.06666666666666667	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, CollectionsFactory.current()]	2	0.0050	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StorableInput.readStorable()]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumerator.<init>(Collection;)]	2	0.009259259259259259	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, StandardFigureSelection.getData(String;)]	1	0.3333333333333333	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumeration.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, gets_field, System.err]	2	0.05263157894736842	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, SingleFigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, NullDrawingView.clearSelection()]	1	0.02631578947368421	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandChoice, declares_method, ?, calls, *?]	2	0.01639344262295082	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandChoice.itemStateChanged(ItemEvent;), calls, *?]	1	0.019230769230769232	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandMenu, declares_method, ?, calls, *?]	2	0.012658227848101266	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[ZoomDrawingView$3.keyPressed(KeyEvent;), overrides, ?, calls, *?]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandMenuItem.actionPerformed(ActionEvent;), calls, *?]	1	0.025	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandMenu.actionPerformed(ActionEvent;), calls, *?]	1	0.023255813953488372	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[ZoomDrawingView$3.keyPressed(KeyEvent;), calls, ?, calls, *?]	2	0.014925373134328358	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CTXCommandMenu, declares_method, ?, calls, *?]	2	0.013157894736842105	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandMenuItem, declares_method, ?, calls, *?]	2	0.02127659574468085	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[StandardDrawingView$DrawingViewKeyListener.keyPressed(KeyEvent;), calls, *?]	1	0.017857142857142856	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CTXCommandMenu.actionPerformed(ActionEvent;), calls, *?]	1	0.021739130434782608	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[StandardDrawingView$DrawingViewKeyListener, declares_method, ?, calls, *?]	2	0.015625	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandButton.actionPerformed(ActionEvent;), calls, *?]	1	0.022727272727272728	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[org.jhotdraw.standard, contains, ?, declares_method, *?]	2	0.0013458950201884253	0.3333333333333333	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[DuplicateCommand, declares_method, *?]	1	0.3333333333333333	0.5	
AJHotDraw	15	DuplicateCommandUndo.before(DuplicateCommand)	[CommandButton, declares_method, ?, calls, *?]	2	0.021739130434782608	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawApplication.view()]	2	0.015625	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.125	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardFigureSelection.<init>(FigureEnumeration;,I)]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, FigureSelection.getData(String;)]	1	0.5	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, ReverseFigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, sets_field, StandardDrawingView.fSelection]	2	0.022727272727272728	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, AbstractCommand.view()]	2	0.03571428571428571	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, CollectionsFactory.createList()]	2	0.008620689655172414	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, ByteArrayInputStream.<init>([B)]	2	0.09090909090909091	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, DrawApplet.view()]	2	0.015873015873015872	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, DrawingView.getFigureSelection()]	1	1.0	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, overrides, DrawingView.getFigureSelection()]	2	1.0	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StorableInput.readInt()]	2	0.0625	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, NullDrawingView.insertFigures(FigureEnumeration;,I,I,Z)]	2	0.125	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, AbstractFigure.invalidate()]	2	0.010526315789473684	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardDrawingView.selectionCount()]	2	0.020833333333333332	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, gets_field, StandardFigureSelection.TYPE]	1	0.2	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, NullDrawingView.selection()]	2	0.058823529411764705	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, String.equals(Object;)]	2	0.0196078431372549	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, SoftException.getWrappedThrowable()]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, FigureTransferCommand.insertFigures(FigureEnumeration;,I,I)]	1	0.2	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, PrintStream.println(String;)]	2	0.025	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, overrides, AbstractCommand.execute()]	1	0.02702702702702703	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, gets_field, StandardFigureSelection.TYPE]	2	0.1111111111111111	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, overrides, DrawingView.clearSelection()]	2	0.02564102564102564	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, ReverseFigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureAndEnumerator.nextFigure()]	2	0.0035211267605633804	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, StandardDrawingView.selection()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, overrides, FigureSelection.getData(String;)]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, JavaDrawViewer.view()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, StandardDrawingView.getFigureSelection()]	1	1.0	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, NullFigure.invalidate()]	2	0.010526315789473684	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, SingleFigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, overrides, ?, overrides, Command.execute()]	2	0.02702702702702703	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, StandardDrawingView.clearSelection()]	1	0.02564102564102564	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, calls, FigureAndEnumerator.hasNextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, NullDrawingView.getFigureSelection()]	1	1.0	0.5	
AJHotDraw	16	DuplicateCommandUndo.before(DuplicateCommand)	[*?, calls, ?, gets_field, StandardFigureSelection.fData]	2	0.16666666666666666	0.3333333333333333	
