Benchmark	Advice#	Advice	Pattern	Size	Precision	Concreteness
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.drawingViewSerializedDataVersion]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.ash]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fDamage]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.createMouseListener()]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, JComponent.setBackground(Color;)]	2	0.25	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, Component.setBackground(Color;)]	2	0.25	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, AutoscrollHelper.<init>(I)]	2	0.5	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.mouseListener]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, StandardDrawingView.fUpdateStrategy]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.myCounter]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, Dimension.<init>(I,I)]	1	0.05263157894736842	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, StandardDrawingView$DrawingViewKeyListener.<init>()]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, declares_type, ZoomDrawingView$3]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, Color.lightGray]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.setLastClick(Point;)]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ZoomDrawingView.createKeyListener()]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.ash]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, StandardDrawingView.fLastClick]	2	0.5	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, NullDrawingView.setBackground(Color;)]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, JComponent.setAutoscrolls(Z)]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fUpdateStrategy]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, JComponent.setBackground(Color;)]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, CollectionsFactory.factory]	2	0.011235955056179775	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, declares_type, ZoomDrawingView$1]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, StandardDrawingView.keyListener]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.dndh]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fConstrainer]	1	0.2	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.drawingViewSerializedDataVersion]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fEditor]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, NullDrawingView.myBackgroundColor]	2	0.25	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.fConstrainer]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, DrawingView.setDisplayUpdate(Painter;)]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.counter]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, Component.addMouseMotionListener(MouseMotionListener;)]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, StandardDrawingView.keyListener]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, ZoomDrawingView$2.<init>()]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, CollectionsFactory.createList()]	1	0.0196078431372549	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.motionListener]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, declares_type, ZoomDrawingView$2]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fSelection]	1	0.14285714285714285	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, Point.<init>(I,I)]	1	0.009259259259259259	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, StandardDrawingView.createMouseMotionListener()]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.keyListener]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, StandardDrawingView.mouseListener]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.createDisplayUpdate()]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, CollectionsFactory.current()]	1	0.011235955056179775	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView$ASH.<init>(I)]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fDrawing]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, SimpleUpdateStrategy.<init>()]	2	0.125	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fSelectionHandles]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, StandardDrawingView.createMouseListener()]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.setDisplayUpdate(Painter;)]	1	0.16666666666666666	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, StandardDrawingView.motionListener]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ZoomDrawingView.createMouseListener()]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.fEditor]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.fSelection]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fForegrounds]	1	0.14285714285714285	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.myIsReadOnly]	1	0.3333333333333333	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, JComponent.setPreferredSize(Dimension;)]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, Component.addMouseListener(MouseListener;)]	1	0.25	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.myCounter]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, StandardDrawingView.motionListener]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.createKeyListener()]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.createMouseMotionListener()]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, Component.setPreferredSize(Dimension;)]	2	0.25	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, StandardDrawingView.mouseListener]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, gets_field, StandardDrawingView.fBackgrounds]	1	0.14285714285714285	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplication, declares_method, ?, calls, *?]	2	0.0031847133757961785	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[JavaDrawApp.createDrawingView(Drawing;), overrides, ?, calls, *?]	2	0.16666666666666666	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[JavaDrawViewer.init(), calls, *?]	1	0.07142857142857142	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[JavaDrawViewer, declares_method, ?, calls, *?]	2	0.041666666666666664	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[JavaDrawApp.createDrawingView(Drawing;), calls, ?, calls, *?]	2	0.058823529411764705	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[ZoomDrawingView.<init>(DrawingEditor;,I,I), calls, *?]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplet, declares_method, ?, calls, *?]	2	0.006369426751592357	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplet.init(), calls, ?, calls, *?]	2	0.010752688172043012	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplet.createDrawingView(), calls, *?]	1	1.0	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[StandardDrawingView, declares_method, *?]	1	0.012048192771084338	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[org.jhotdraw.standard, contains, ?, declares_method, *?]	2	0.0013458950201884253	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplication.createDrawingView(), calls, ?, calls, *?]	2	0.07142857142857142	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplication.newWindow(Drawing;), calls, ?, calls, *?]	2	0.01098901098901099	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[StandardDrawingView.<init>(DrawingEditor;), calls, *?]	1	0.5	0.5	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[ZoomDrawingView.<init>(DrawingEditor;), calls, ?, calls, *?]	2	1.0	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[StandardDrawingView, declares_method, ?, calls, *?]	2	0.0036363636363636364	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[MDI_DrawApplication.newWindow(Drawing;), calls, ?, calls, *?]	2	0.020833333333333332	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[ZoomDrawingView, extends_class, ?, declares_method, *?]	2	0.012048192771084338	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[ZoomDrawingView, declares_method, ?, calls, *?]	2	0.011494252873563218	0.3333333333333333	
AJHotDraw	44	FigureSelectionSubjectRole.after(StandardDrawingView)	[DrawApplication.createDrawingView(Drawing;), calls, *?]	1	0.16666666666666666	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, sets_field, StandardDrawing.fListeners]	2	0.125	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, CollectionsFactory.current()]	1	0.011235955056179775	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, overrides, JComponent.readObject(ObjectInputStream;)]	1	1.0	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, Drawing.addDrawingChangeListener(DrawingChangeListener;)]	1	0.3333333333333333	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, List.add(Object;)]	2	0.008264462809917356	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawingView.drawing()]	1	0.014285714285714285	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, sets_field, StandardDrawingView.fSelection]	1	0.3333333333333333	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, StandardDrawing.fListeners]	2	0.05263157894736842	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, StandardDrawing.addDrawingChangeListener(DrawingChangeListener;)]	1	0.3333333333333333	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, overrides, Component.readObject(ObjectInputStream;)]	1	1.0	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, Drawing.addDrawingChangeListener(DrawingChangeListener;)]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, CollectionsFactory.factory]	2	0.011235955056179775	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, CollectionsFactory.current()]	2	0.0050	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, overrides, Container.readObject(ObjectInputStream;)]	1	1.0	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ObjectInputStream.defaultReadObject()]	1	0.14285714285714285	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, overrides, DrawingView.drawing()]	2	0.014285714285714285	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, calls, CollectionsFactory.createList(I)]	2	0.023809523809523808	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, ?, gets_field, StandardDrawingView.fDrawing]	2	0.013333333333333334	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[*?, calls, CollectionsFactory.createList()]	1	0.0196078431372549	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[StandardDrawingView, declares_method, *?]	1	0.012048192771084338	0.5	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[ZoomDrawingView, extends_class, ?, declares_method, *?]	2	0.012048192771084338	0.3333333333333333	
AJHotDraw	45	FigureSelectionSubjectRole.after(StandardDrawingView)	[org.jhotdraw.standard, contains, ?, declares_method, *?]	2	0.0013458950201884253	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[?, *calls, Figure.invalidate()]	1	1.0	0.5	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[DeleteCommandUndo$UndoActivity.redo(), calls, ?, *calls, ?]	2	0.02127659574468085	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[DragTracker.mouseDown(MouseEvent;,I,I), calls, ?, *calls, ?]	2	0.009708737864077669	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[SelectionTool.mouseDown(MouseEvent;,I,I), calls, ?, *calls, ?]	2	0.0016181229773462784	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[BorderTool$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.022727272727272728	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[JHDDropTargetListener.drop(DropTargetDropEvent;), calls, ?, *calls, ?]	2	0.005128205128205128	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[ConnectionTool$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.011363636363636364	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[InsertImageCommand$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.022727272727272728	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[TextAreaTool$UndoActivity.redo(), calls, ?, *calls, ?]	2	0.009174311926605505	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[JHDDropTargetListener$AddUndoActivity.undo(), calls, ?, *calls, ?]	2	0.00546448087431694	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[UngroupCommand.execute(), calls, ?, *calls, ?]	2	0.0196078431372549	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[PasteCommandUndo$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[DeleteCommandUndo$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.008695652173913044	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[InsertImageCommand$UndoActivity.insertImage(), calls, ?, *calls, ?]	2	0.03225806451612903	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.setDrawing(Drawing;), calls, ?, *calls, ?]	2	0.034482758620689655	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[FigureTransferCommand.deleteFigures(FigureEnumeration;), calls, ?, *calls, ?]	2	0.008849557522123894	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[GroupCommand.groupFigures(), calls, ?, *calls, ?]	2	0.015625	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.clearSelection(), *calls, ?]	1	0.058823529411764705	0.5	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[TextAreaTool$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.010638297872340425	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[JHDDragSourceListener.dragDropEnd(DragSourceDropEvent;), calls, ?, *calls, ?]	2	0.004694835680751174	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[JHDDragSourceListener$RemoveUndoActivity.undo(), calls, ?, *calls, ?]	2	0.006211180124223602	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[PasteCommand.execute(), calls, ?, *calls, ?]	2	0.013333333333333334	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[TextTool$UndoActivity.redo(), calls, ?, *calls, ?]	2	0.027777777777777776	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[DragNDropTool.mouseDown(MouseEvent;,I,I), calls, ?, *calls, ?]	2	0.0017331022530329288	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[UndoActivity.undo(), calls, ?, *calls, ?]	2	0.0020408163265306124	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[GroupCommandUndo$UndoActivity.groupFigures(), calls, ?, *calls, ?]	2	0.008064516129032258	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[JHDDropTargetListener$AddUndoActivity.redo(), calls, ?, *calls, ?]	2	0.006666666666666667	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[PasteCommandUndo$UndoActivity.redo(), calls, ?, *calls, ?]	2	0.006666666666666667	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[UndoActivity.redo(), calls, ?, *calls, ?]	2	0.0036101083032490976	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[CutCommandUndo$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.0196078431372549	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[TextAreaTool.activate(), calls, ?, *calls, ?]	2	0.03125	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[AbstractTool.activate(), calls, ?, *calls, ?]	2	0.02127659574468085	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[DuplicateCommand.execute(), calls, ?, *calls, ?]	2	0.023255813953488372	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[UndoActivity.groupFigures(), calls, ?, *calls, ?]	2	0.008064516129032258	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView, declares_method, ?, *calls, ?]	2	0.005928853754940711	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[SelectAllCommand$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.025	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[GroupCommandUndo$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.0055248618784530384	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[BorderTool$UndoActivity.redo(), calls, ?, *calls, ?]	2	0.023255813953488372	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[JHDDragSourceListener$RemoveUndoActivity.redo(), calls, ?, *calls, ?]	2	0.005494505494505495	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[UngroupCommand$UndoActivity.redo(), calls, ?, *calls, ?]	2	0.01818181818181818	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[TextTool$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.027777777777777776	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[UngroupCommand$UndoActivity.undo(), calls, ?, *calls, ?]	2	0.008130081300813009	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.removeFromSelection(Figure;), *calls, ?]	1	0.2	0.5	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.toggleSelection(Figure;), calls, ?, *calls, ?]	2	0.125	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.addToSelectionImpl(Figure;), *calls, ?]	1	0.14285714285714285	0.5	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.addToSelection(Figure;), calls, ?, *calls, ?]	2	0.14285714285714285	0.3333333333333333	
AJHotDraw	46	SelectionChangedNotification.after(StandardDrawingView)	[StandardDrawingView.addToSelectionAll(FigureEnumeration;), calls, ?, *calls, ?]	2	0.029411764705882353	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, Iterator.hasNext()]	2	0.0050	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, ReverseListEnumerator.next()]	2	0.005154639175257732	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, overrides, FigureEnumeration.hasNextFigure()]	2	0.008695652173913044	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, overrides, DrawingView.selectionCount()]	2	0.07142857142857142	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, ReverseFigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, HTMLTextAreaFigure.figureInvalidated(FigureChangeEvent;)]	2	0.07142857142857142	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, FigureChangeEventMulticaster.figureInvalidated(FigureChangeEvent;)]	2	0.07692307692307693	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, StandardDrawingView.selection()]	1	0.07142857142857142	0.5	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, AbstractFigure.invalidate()]	1	0.1111111111111111	0.5	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, gets_field, FigureAndEnumerator.myFE1]	2	0.008620689655172414	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, FigureEnumerator.nextFigure()]	1	0.00909090909090909	0.5	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, FigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, FigureEnumerator.hasNextFigure()]	1	0.008695652173913044	0.5	
AJHotDraw	47	SelectionChangedNotification.after(StandardDrawingView)	[*?, calls, ?, calls, AbstractFigure.invalidateRectangle(Rectangle;)]	2	0.023255813953488372	0.3333333333333333	
